vx  vy
0.99937E+00  0.20680E+00
0.83696E+00  0.14336E+00
0.68967E+00  0.97378E-01
0.68239E+00  0.15346E-02
0.62525E+00  0.12246E-01
0.65322E+00  0.33167E-01
0.73026E+00  0.14353E+00
0.89514E+00  0.35583E+00
0.12418E+01  0.53088E+00
0.62495E+00  0.93675E+00
0.46390E+00  0.82110E+00
0.32538E+00  0.79278E+00
0.23472E+00  0.76762E+00
0.15969E+00  0.75941E+00
0.98543E-01  0.75900E+00
0.46819E-01  0.76118E+00
-0.87518E-14  0.76236E+00
-0.75066E-13  0.15539E+01
0.30744E+00  0.14629E+01
0.55713E+00  0.11468E+01
0.54281E+00  0.90034E+00
0.44012E+00  0.64639E+00
0.24478E+00  0.57058E+00
0.12136E+00  0.57093E+00
0.13510E+00  0.57595E+00
0.44387E+00  0.40991E+00
0.70944E+00  0.58742E-01
0.69244E+00  0.16888E-01
0.68648E+00  0.12395E+00
0.73628E+00  0.35053E+00
0.24945E+00  0.87566E+00
0.13939E+00  0.13142E+01
0.27040E-04  0.11884E-04
0.15527E-04  0.18726E-04
0.13939E-04  0.14391E-04
0.13444E-04  0.10604E-04
0.14657E-04  0.59885E-05
0.19978E-04  0.15938E+00
0.39999E+00  0.21415E+00
0.62860E+00  0.32352E+00
0.82992E+00  0.29022E+00
0.88456E+00  0.29930E+00
0.74507E+00  0.33773E+00
0.64450E+00  0.14623E+00
0.12115E-04  -0.14609E-05
0.58560E-05  0.84369E-05
0.68409E-05  0.12851E-04
0.82997E-05  0.15724E-04
0.80914E-05  0.27959E-04
0.36702E-04  0.19546E+01
0.63573E+00  0.10454E+01
0.35235E+00  0.97004E+00
0.28604E+00  0.87945E+00
0.21074E+00  0.84223E+00
0.15024E+00  0.82140E+00
0.95892E-01  0.81233E+00
0.46636E-01  0.80892E+00
0.39664E-13  0.80812E+00
0.27695E-13  0.12664E+01
0.19054E+00  0.12123E+01
0.31141E+00  0.10876E+01
0.35531E+00  0.91355E+00
0.30107E+00  0.78846E+00
0.21040E+00  0.70684E+00
0.89392E-01  0.71630E+00
-0.37351E-05  0.13833E-04
0.42086E-05  0.13460E-04
0.57862E-05  0.14467E-04
0.73195E-05  0.13696E-04
0.61453E-05  0.21622E-04
0.27376E-04  0.15373E+01
0.49289E+00  0.95640E+00
0.34079E+00  0.14949E+01
0.18680E+01  0.40105E-04
0.11469E+01  0.19650E-04
0.95267E+00  0.15939E-04
0.83643E+00  0.11343E-04
0.78586E+00  0.15947E-05
0.92537E+00  -0.48375E+00
0.50744E+00  0.61373E-01
0.69797E+00  0.12567E+00
0.83841E+00  0.15403E+00
0.97591E+00  0.28790E+00
0.12257E+01  0.38812E+00
0.45152E+00  0.69874E+00
0.15367E-04  0.57559E-05
0.11762E-04  0.88669E-05
0.10427E-04  0.12418E-04
0.10886E-04  0.15486E-04
0.15965E-04  0.15769E-04
0.17165E-04  0.13133E+01
0.19086E+00  0.12237E+01
0.26873E+00  0.10134E+01
0.22021E+00  0.94308E+00
0.17980E+00  0.89687E+00
0.13352E+00  0.87313E+00
0.88201E-01  0.86042E+00
0.43725E-01  0.85457E+00
0.49736E-13  0.85288E+00
-0.31915E-13  0.11038E+01
0.11622E+00  0.10773E+01
0.20316E+00  0.10061E+01
0.23686E+00  0.92259E+00
0.22168E+00  0.84691E+00
0.16338E+00  0.80287E+00
0.87564E-01  0.77985E+00
0.57163E-05  0.69337E-05
0.49825E-05  0.11833E-04
0.67201E-05  0.12766E-04
0.75844E-05  0.13826E-04
0.11589E-04  0.12990E-04
0.12806E-04  0.10507E+01
0.23462E+00  0.10235E+01
0.65739E+00  0.80538E+00
0.79347E+00  0.70835E+00
0.10400E+01  0.16972E+00
0.93481E+00  0.90028E-01
0.85470E+00  0.12644E+00
0.69148E+00  -0.21916E-01
0.16447E-04  -0.64438E-05
0.62443E-05  0.79423E-05
0.72026E-05  0.13703E-04
0.89682E-05  0.16377E-04
0.86118E-05  0.27469E-04
0.35144E-04  0.18802E+01
0.45065E+00  0.10154E+01
0.16571E-04  0.99857E-05
0.14089E-04  0.11311E-04
0.12622E-04  0.12927E-04
0.12618E-04  0.13922E-04
0.13428E-04  0.13614E-04
0.15193E-04  0.11185E+01
0.10649E+00  0.10854E+01
0.16116E+00  0.10266E+01
0.17055E+00  0.96768E+00
0.14847E+00  0.93451E+00
0.11652E+00  0.91384E+00
0.79233E-01  0.90229E+00
0.39973E-01  0.89647E+00
-0.19791E-14  0.89471E+00
-0.41706E-13  0.99821E+00
0.80889E-01  0.98472E+00
0.14429E+00  0.95058E+00
0.17911E+00  0.90870E+00
