  vx           vy
  0.11074E+00  0.11812E+00
  0.11202E+00  0.11594E+00
  0.11278E+00  0.11424E+00
  0.11302E+00  0.11302E+00
  0.11278E+00  0.11230E+00
  0.11206E+00  0.11206E+00
  0.11086E+00  0.11229E+00
  0.10917E+00  0.11299E+00
  0.10699E+00  0.11413E+00
  0.10433E+00  0.11568E+00
  0.10114E+00  0.11761E+00
  0.97408E-01  0.11987E+00
  0.93124E-01  0.12242E+00
  0.88268E-01  0.12520E+00
  0.82825E-01  0.12814E+00
  0.76786E-01  0.13117E+00
  0.70153E-01  0.13421E+00
  0.62937E-01  0.13718E+00
  0.55161E-01  0.13998E+00
  0.46866E-01  0.14254E+00
  0.38104E-01  0.14477E+00
  0.28946E-01  0.14658E+00
  0.19477E-01  0.14793E+00
  0.97936E-02  0.14876E+00
  0.68284E-16  0.14904E+00
